"","yield"
"LT0078.15",67.7229064745894
"LT0078.16",70.6281946077451
"LT0078.17",69.8120816185488
"LT0078.18",71.8914757225544
"LT0078.19",67.9996167143804
"LT0078.20",74.5348087352715
"LT0078.21",66.4153782125805
"LT0078.22",78.7164900592138
"LT0078.23",71.306555860694
"LT0078.24",71.9649658184132
"LT0078.25",68.680974208904
"LT0079.01",76.5957476435474
"LT0079.02",72.2535498463542
"LT0079.03",73.7990090892647
"LT0079.04",75.5539302693189
"LT0079.05",77.0297979515059
"LT0079.06",77.34457822557
"LT0079.07",77.3889970698681
"LT0079.08",76.364384937219
"LT0079.09",78.2851463053759
"LT0079.10",75.5577407491649
"LT0079.11",78.0098020151331
"LT0079.12",76.4308193315333
"LT0079.13",75.7118349459865
"LT0079.14",72.8505356609684
"LT0079.15",75.6222106185695
"LT0079.16",77.6395801038216
"LT0079.17",76.6594516212371
"LT0079.18",76.0455273766486
"LT0079.19",78.5975951175502
"LT0079.20",72.8897212995452
"LT0079.21",79.0451152538395
"LT0079.22",72.2444858737021
"LT0079.23",76.0015714494866
"LT0079.24",79.0277783679797
"LT0079.25",74.7662013151932
"LT0080.01",70.2495269434295
"LT0080.02",62.1971388310859
"LT0080.03",71.2428420338872
"LT0080.04",72.9294199441105
"LT0080.05",62.8358165249493
"LT0080.06",70.9740742492337
"LT0080.07",74.5431293494651
"LT0080.08",72.6609965056055
"LT0080.09",65.3398024344027
"LT0080.10",72.361458336572
"LT0080.11",70.8329823527281
"LT0080.12",72.6713591733556
"LT0080.13",64.099752080392
"LT0080.14",76.6255981490462
"LT0080.15",77.3173792619214
"LT0080.16",71.79169670455
"LT0080.17",63.4150586855774
"LT0080.18",71.724936764503
"LT0080.19",74.4322662982234
"LT0080.20",73.707645579456
"LT0080.21",62.11504612253
"LT0080.22",76.7010515655353
"LT0080.23",70.8952517318789
"LT0080.24",72.3172961148438
"LT0080.25",63.1513595411034
"LT0081.01",66.1796576838742
"LT0081.02",68.4048115231807
"LT0081.03",63.2627377417717
"LT0081.04",68.3160459634524
"LT0081.05",62.7780213853907
"LT0081.06",67.8284762497148
"LT0081.07",62.5320229281771
"LT0081.08",65.0479091748216
"LT0081.09",63.1462227071876
"LT0081.10",68.2072616510012
"LT0081.11",61.0210598107889
"LT0081.12",67.9390898879737
"LT0081.13",62.2040143025372
"LT0081.14",67.8476465055516
"LT0081.15",65.2719585893524
"LT0081.16",61.068882182762
"LT0081.17",62.4390346960013
"LT0081.18",70.0242067344989
"LT0081.19",61.9072253965334
"LT0081.20",69.249643930667
"LT0081.21",63.6143098106952
"LT0081.22",69.0489908615438
"LT0081.23",59.709408613892
"LT0081.24",66.7966865299344
"LT0081.25",64.822699030921
"LT0082.01",72.8891917142495
"LT0082.02",74.1719910123322
"LT0082.03",76.6775411529154
"LT0082.04",73.6917232602046
"LT0082.05",76.9482859539523
"LT0082.06",74.883696745622
"LT0082.07",73.1009142684563
"LT0082.08",75.253563315501
"LT0082.09",74.8887095776767
"LT0082.10",73.7875947037176
"LT0082.11",73.4470893827898
"LT0082.12",72.2413353699744
"LT0082.13",74.1322023438408
"LT0082.14",74.6647921113357
"LT0082.15",77.0101659697079
"LT0082.16",75.5718345272608
"LT0082.17",77.6575301287958
"LT0082.18",74.8233635645856
"LT0082.19",74.2927357001712
"LT0082.20",72.5152651857004
"LT0082.21",71.9141517334597
"LT0082.22",74.5750064363036
"LT0082.23",73.4771680100266
"LT0082.24",71.4069709443952
"LT0082.25",72.2952470662793
"LT0083.01",67.6546221792645
"LT0083.02",69.6997193621061
"LT0083.03",69.0847194989266
"LT0083.04",65.1617941921295
"LT0083.05",64.9508721551714
"LT0083.06",66.3186247827173
"LT0083.07",66.5512118140862
"LT0083.08",69.0736693977783
"LT0083.09",67.6634461938154
"LT0083.10",66.3211356533333
"LT0083.11",66.4024427013876
"LT0083.12",67.3242196512921
"LT0083.13",69.0381020102852
"LT0083.14",65.2430378837458
"LT0083.15",67.8104998558413
"LT0083.16",68.27742133171
"LT0083.17",66.6165851630773
"LT0083.18",69.6580573389033
"LT0083.19",72.235661721849
"LT0083.20",67.0110619012915
"LT0083.21",67.9079678979043
"LT0083.22",72.0490413642672
"LT0083.23",68.4955284956569
"LT0083.24",65.1091388521023
"LT0083.25",71.214094760861
"LT0084.01",78.3124722112658
"LT0084.02",76.8726093897334
"LT0084.03",78.6341023597817
"LT0084.04",76.0330441667163
"LT0084.05",77.7361406423848
"LT0084.06",79.6978809549892
"LT0084.07",79.5652541112462
"LT0084.08",78.1740992539088
"LT0084.09",79.9667543343505
"LT0084.10",78.235740443056
"LT0084.11",79.1992390117948
"LT0084.12",80.0659243205549
"LT0084.13",78.826462866839
"LT0084.14",77.48317371717
"LT0084.15",76.9658947483088
"LT0084.16",77.7369992243058
"LT0084.17",77.8202722075255
"LT0084.18",73.6693779552906
"LT0084.19",79.0296841260501
"LT0084.20",80.9608604018994
"LT0084.21",78.2393109175213
"LT0084.22",78.78237798638
"LT0084.23",77.2470772008764
"LT0084.24",75.948358846643
"LT0084.25",76.7063722084619
"LT0085.01",74.7112295477204
"LT0085.02",77.8310903946929
"LT0085.03",70.554732737659
"LT0085.04",72.6451488338067
"LT0085.05",74.505652298632
"LT0085.06",73.507023242849
"LT0085.07",75.8324668391023
"LT0085.08",74.3357501184603
"LT0085.09",75.9118916262622
"LT0085.10",71.2020401927743
"LT0085.11",72.5256420114192
"LT0085.12",73.5774614418261
"LT0085.13",70.7022902205795
"LT0085.14",74.3275241626978
"LT0085.15",72.9301909214008
"LT0085.16",70.5817728092653
"LT0085.17",76.2047044731473
"LT0085.18",70.4614029259207
"LT0085.19",72.4329203708432
"LT0085.20",71.5756866377901
"LT0085.21",74.5976186315314
"LT0085.22",75.0745266763781
"LT0085.23",75.7464849524674
"LT0085.24",74.0701178954763
"LT0085.25",71.2911815514685
"LT0086.01",69.6443365230286
"LT0086.02",75.8815215079526
"LT0086.03",69.1740481081884
"LT0086.04",67.3708059824779
"LT0086.05",67.8173735207533
"LT0086.06",69.6717760995756
"LT0086.07",68.909124272692
"LT0086.08",69.7731913865263
"LT0086.09",68.9284705961984
"LT0086.10",67.0264633284589
"LT0086.11",68.1222894353625
"LT0086.12",64.1526048967008
"LT0087.01",80.6096264396257
"LT0087.02",79.8621231823925
"LT0087.03",78.4869981490081
"LT0087.04",82.4988464020632
"LT0087.05",77.8433143466129
"LT0087.06",80.2110992254988
"LT0087.07",78.7648563031743
"LT0087.08",79.8726631648424
"LT0087.09",76.9473272589243
"LT0087.10",79.0148413005941
"LT0087.11",77.851481657329
"LT0087.12",77.9731290859476
"LT0087.13",78.6868253521277
"LT0087.14",76.3216194507034
"LT0087.15",79.279500383933
"LT0087.16",75.7670026048373
"LT0087.17",78.5314193044245
"LT0087.18",76.58764688766
"LT0087.19",78.5414569438404
"LT0087.20",79.3901440141368
"LT0087.21",79.1342361319309
"LT0087.22",75.175904886895
"LT0087.23",77.0053889057491
"LT0087.24",79.0639891155216
"LT0087.25",79.7769541334073
"LT0088.01",74.4649151998007
"LT0088.02",72.6578370913023
"LT0088.03",71.9480643021252
"LT0088.04",74.8253306515428
"LT0088.05",73.967291077538
"LT0088.06",74.0079213648746
"LT0088.07",76.7472298737159
"LT0088.08",70.6758465244192
"LT0088.09",70.8455638907773
"LT0088.10",71.8401009897856
"LT0088.11",73.1302368372507
"LT0088.12",75.3658629020587
"LT0088.13",75.2825955435158
"LT0088.14",76.2150048006739
"LT0088.15",75.0967399972468
"LT0088.16",74.6436471762166
"LT0088.17",73.8287962244482
"LT0088.18",74.0055675285678
"LT0088.19",73.0113192076381
"LT0088.20",76.5626322832642
"LT0088.21",76.2612735125813
"LT0088.22",77.311994854434
"LT0088.23",72.2207307401318
"LT0088.24",74.2000226582287
"LT0088.25",76.3205366919772
"LT0089.01",64.2569687695008
"LT0089.02",71.4030867832529
"LT0089.03",71.0216929909959
"LT0089.04",63.435359154509
"LT0089.05",62.7904685949287
"LT0089.06",68.5399664624562
"LT0089.07",67.1410873220639
"LT0089.08",68.8744597821365
"LT0089.09",62.8220898304392
"LT0089.10",73.3593745196343
"LT0089.11",63.652568990191
"LT0089.12",73.7652697268355
"LT0089.13",72.3094658413064
"LT0089.14",64.6067532390652
"LT0089.15",64.4540225872679
"LT0089.16",69.7879467564667
"LT0089.17",67.2915602530396
"LT0089.18",71.1831944447052
"LT0089.19",65.6954401250095
"LT0089.20",69.6691374040264
"LT0089.21",67.3046707616005
"LT0089.22",62.1951916750089
"LT0089.23",68.9906438735492
"LT0089.24",67.4191775880018
"LT0089.25",68.8361824534693
"LT0090.01",72.4197279328989
"LT0091.01",73.0399514656889
"LT0091.02",75.0218707202348
"LT0091.03",73.6104031376463
"LT0091.04",72.4697200509687
"LT0091.05",71.8223465143677
"LT0091.06",74.9531788382256
"LT0091.07",74.0343760636164
"LT0091.08",79.7852579928309
"LT0091.09",70.0019480269312
"LT0091.10",73.2158013289709
"LT0091.11",75.9996299929472
"LT0091.12",72.9864500474129
"LT0091.13",78.1342821829948
"LT0091.14",72.4436834654613
"LT0091.15",75.4287037752383
"LT0091.16",72.2243758235881
"LT0091.17",71.7109552325514
"LT0091.18",72.3005956998897
"LT0091.19",73.5405829687028
"LT0091.20",75.6174040082973
"LT0091.21",71.9131953711136
"LT0091.22",74.3693792943411
"LT0091.23",74.2725605590631
"LT0091.24",77.0217383497017
"LT0091.25",75.2832032324004
"LT0092.01",70.2323442411059
"LT0092.02",69.4402198963193
"LT0092.03",71.1979162319388
"LT0092.04",66.6010569028362
"LT0092.05",68.2009437936309
"LT0092.06",69.2027329837545
"LT0092.07",71.8787694043744
"LT0092.08",66.9131097468615
"LT0092.09",68.6690274947589
"LT0092.10",69.5558956141938
"LT0092.11",69.4711847836308
"LT0092.12",72.3667791426907
"LT0092.13",71.0930814109856
"LT0092.14",71.7545579265403
"LT0092.15",67.5233404601532
"LT0092.16",70.595767498386
"LT0092.17",68.9885932209526
"LT0092.18",68.8114085852321
"LT0092.19",72.9718300763537
"LT0092.20",68.1746359080651
"LT0092.21",69.5561453157394
"LT0092.22",68.4786338468074
"LT0092.23",70.2359314456532
"LT0092.24",73.2604977219134
"LT0092.25",68.6775701882842
"LT0093.01",74.7699301366976
"LT0093.02",62.0555254822572
"LT0093.03",76.753848870004
"LT0093.04",75.4629966086158
"LT0093.05",78.6550041483029
"LT0093.06",66.9234895313331
"LT0093.07",74.2839093958008
"LT0093.08",77.4411790256507
"LT0093.09",74.6330842113598
"LT0093.10",65.9495138335145
"LT0093.11",74.8838686583567
"LT0093.12",75.9715670793275
"LT0093.13",72.4050075476881
"LT0093.14",64.2283848147348
"LT0093.15",75.1712125270457
"LT0093.16",76.6724078665392
"LT0093.17",76.3781061059364
"LT0093.18",66.2430167567912
"LT0093.19",74.7174602411939
"LT0093.20",76.7937583096223
"LT0093.21",74.6090860055575
"LT0093.22",66.1052610967223
"LT0093.23",77.4156377405716
"LT0093.24",74.6442981869813
"LT0093.25",76.3005446935741
"LT0094.01",73.4425303535557
"LT0094.02",71.2149372441611
"LT0094.03",74.8257272012003
"LT0094.04",76.2752917394108
"LT0094.05",72.8572599738398
"LT0094.06",73.8384074566035
"LT0094.07",77.4586265506821
"LT0094.08",72.1255000293803
"LT0094.09",73.0203341423129
"LT0094.10",73.2784708752608
"LT0094.11",72.9178204328875
"LT0094.12",77.1300922493153
"LT0094.13",75.6301368716378
"LT0094.14",77.4625753978027
"LT0094.15",70.5377075767439
"LT0094.16",75.272980410179
"LT0094.17",72.5235479816584
"LT0094.18",73.1189766636335
"LT0094.19",74.6419043451201
"LT0094.20",69.3947544755111
"LT0094.21",73.8335117540872
"LT0094.22",75.6563468096433
"LT0094.23",72.1553944159236
"LT0094.24",72.1615102433219
"LT0094.25",74.9032780265074
"LT0095.01",75.2083278337176
"LT0095.02",67.0148933362163
"LT0095.03",75.1719861009818
"LT0095.04",75.6318474401055
"LT0095.05",73.2334069932229
"LT0095.06",65.3082316534234
"LT0095.07",73.9831417142928
"LT0095.08",75.0990571406575
"LT0095.09",79.693462348428
"LT0095.10",66.8853949950462
"LT0095.11",77.2013765778405
"LT0095.12",79.0493869196138
"LT0095.13",77.2552525225911
"LT0095.14",63.4106731130651
"LT0095.15",74.9748724719245
"LT0095.16",73.1033354455095
"LT0095.17",75.9296882556824
"LT0095.18",77.5842366058021
"LT0095.19",64.8807067454094
"LT0095.20",76.5097133537756
"LT0095.21",80.6028033731321
"LT0095.22",74.8498376025274
"LT0095.23",65.1555665217882
"LT0095.24",74.6415145324739
"LT0095.25",72.887696245058
"LT0096.01",76.9228845385016
"LT0096.02",68.6065283072603
"LT0096.03",74.1494726388683
"LT0096.04",80.4088937366168
"LT0096.05",76.7461684612664
"LT0096.06",77.0701574147356
"LT0096.07",66.7793076241429
"LT0096.08",76.3033937023002
"LT0096.09",79.6617862256131
"LT0096.10",75.865376374484
"LT0096.11",67.9749477875257
"LT0096.12",78.9731208870419
"LT0096.13",77.5880171015131
"LT0096.14",84.5526619976846
"LT0096.15",70.5603020462393
"LT0096.16",75.1320466701452
"LT0096.17",81.5248593089585
"LT0096.18",78.3366676453995
"LT0096.19",75.2430956109351
"LT0096.20",67.0114575855637
"LT0096.21",80.2685091976288
"LT0096.22",78.1968376635221
"LT0096.23",74.9670150351636
"LT0096.24",64.5620263745359
"LT0096.25",80.039032298483
"LT0097.01",78.4024460853654
"LT0097.02",77.5054699663678
"LT0097.03",80.843167473234
"LT0097.04",78.0415050797422
"LT0097.05",80.4827919315897
"LT0097.06",76.8405714390106
"LT0097.07",77.0207051523941
"LT0097.08",75.4331615246604
"LT0097.09",79.4409402807113
"LT0097.10",82.0977588516805
"LT0097.11",78.2004214506533
"LT0097.12",78.5007986185147
"LT0097.13",78.3052009490009
"LT0097.14",76.3632302253975
"LT0097.15",73.9648062846681
"LT0097.16",80.7595246736314
"LT0097.17",76.9013972167504
"LT0097.18",76.2068806837361
"LT0097.19",80.9678768878717
"LT0097.20",78.9324569449305
"LT0097.21",80.8411576472568
"LT0097.22",78.0199628164615
"LT0097.23",76.2984952903375
"LT0097.24",76.4134455892687
"LT0097.25",77.5829104755924
"LT0098.01",64.3412861053278
"LT0098.02",60.4514574485198
"LT0098.03",58.8170941620493
"LT0098.04",63.3464853765289
"LT0098.05",65.8725940983608
"LT0098.06",62.8052758746653
"LT0098.07",61.938525659896
"LT0098.08",62.0017377985648
"LT0098.09",60.4189496624312
"LT0098.10",63.5769725527368
"LT0098.11",62.148538519992
"LT0098.12",60.7385467984262
"LT0098.13",61.3134602661425
"LT0098.14",60.5801143797737
"LT0098.15",63.2824909843876
"LT0098.16",62.029362434973
"LT0098.17",60.6740057530448
"LT0098.18",63.6452587534913
"LT0098.19",57.4829187672956
"LT0098.20",62.049685689973
"LT0098.21",62.0937003181918
"LT0098.22",63.0693029710478
"LT0098.23",59.9685464004676
"LT0098.24",64.0487369318001
"LT0098.25",58.7884675745765
"LT0099.01",76.4001800129021
"LT0099.02",77.0416256584697
"LT0099.03",77.8889360059872
"LT0099.04",77.1159981190528
"LT0099.05",74.6557755803529
"LT0099.06",74.4966653266007
"LT0099.07",74.1186921520262
"LT0099.08",75.4164647021695
"LT0099.09",77.6938969407165
"LT0099.10",77.4329083649972
"LT0099.11",76.3983737774606
"LT0099.12",76.2187150147892
"LT0099.13",77.6182125120615
"LT0099.14",75.2833982342452
"LT0099.15",75.0532055787239
"LT0099.16",74.1385876898807
"LT0099.17",73.2582472090715
"LT0099.18",75.5105768228446
"LT0099.19",79.6648466213188
"LT0099.20",76.4325013440175
"LT0099.21",73.9582392924488
"LT0100.01",63.746674524629
"LT0100.02",58.4317812892465
"LT0100.03",61.6420545096883
"LT0100.04",60.0561804548749
"LT0100.05",65.4406377170778
"LT0100.06",61.1863205734029
"LT0100.07",62.5353756239275
"LT0100.08",63.2073087964924
"LT0100.09",59.4190054426148
"LT0100.10",61.0417664652625
"LT0100.11",65.064571683894
"LT0100.12",61.8024177956121
"LT0100.13",59.8813946372534
"LT0100.14",58.5294950008153
"LT0100.15",57.8099336446958
"LT0100.16",62.8558316889328
"LT0100.17",58.5705620898256
"LT0100.18",63.8311924814741
"LT0100.19",59.3922548965322
"LT0100.20",63.022361195516
"LT0100.21",61.606591093356
"LT0100.22",62.0337730659513
"LT0100.23",62.8648645983852
"LT0100.24",63.6268690559886
"LT0100.25",63.6000570797367
"LT0101.01",72.1041316124267
"LT0101.02",72.1632600671106
"LT0101.03",72.9699018116243
"LT0101.04",75.1435274264189
"LT0101.05",73.5764861735899
"LT0101.06",72.2585201737807
"LT0101.07",71.6445124657284
"LT0101.08",70.9840130955835
"LT0101.09",72.0180084440664
"LT0101.10",71.366235225273
"LT0101.11",71.480318118449
"LT0101.12",71.3742848625631
"LT0101.13",70.5154850732214
"LT0101.14",72.7687054609555
"LT0101.15",73.5940535824142
"LT0101.16",71.9913499424692
"LT0101.17",72.2039331619304
"LT0101.18",70.1702666045834
"LT0101.19",69.1825988012439
"LT0101.20",71.7886068361136
"LT0101.21",70.036242938589
"LT0101.22",69.2293443387118
"LT0101.23",72.8218763008388
"LT0101.24",72.017239139388
"LT0101.25",71.1920306726978
"LT0102.01",72.9035860100485
"LT0102.02",72.442593573584
"LT0102.03",72.8697763052451
"LT0102.04",69.21268615295
"LT0102.05",71.8072453315895
"LT0102.06",73.2504613294067
"LT0102.07",70.4975000872862
"LT0102.08",74.9130883822408
"LT0102.09",73.7583335055672
"LT0102.10",70.1418952037764
"LT0102.11",71.4714620299928
"LT0102.12",70.4370908090717
"LT0102.13",72.2438274756427
"LT0102.14",69.0328617954227
"LT0102.15",72.6564898237228
"LT0102.16",73.9856353728573
"LT0102.17",71.7127551883947
"LT0102.18",73.2495510931899
"LT0102.19",71.4726054023738
"LT0102.20",70.696767108373
"LT0102.21",71.909989096578
"LT0102.22",70.3404147431614
"LT0102.23",70.1389848591998
"LT0102.24",68.536665242909
"LT0102.25",70.3392692477539
"LT0103.01",68.8825651978753
"LT0103.02",68.7915286581383
"LT0103.03",68.2787868323713
"LT0103.04",68.2776026880234
"LT0103.05",68.0444371372066
"LT0103.06",70.5902674273927
"LT0103.07",75.3741907490351
"LT0103.08",69.8296924361485
"LT0103.09",69.6527261283814
"LT0103.10",66.3827680210226
"LT0103.11",71.2365249665913
"LT0103.12",66.7698638395305
"LT0103.13",67.6460965060596
"LT0103.14",69.6028326412463
"LT0103.15",69.7157990298837
"LT0103.16",71.2495814143017
"LT0103.17",69.2563452275031
"LT0103.18",72.2867450808004
"LT0103.19",71.5901082503486
"LT0103.20",70.6032451328188
"LT0103.21",65.9574881648276
"LT0103.22",72.2444801948377
"LT0103.23",69.7243223095225
"LT0103.24",70.464984906906
"LT0103.25",72.02564649088
"LT0104.01",71.4259103340285
"LT0104.02",71.2636167813006
"LT0104.03",73.7665462199318
"LT0104.04",71.2948943185963
"LT0104.05",74.0175626092034
"LT0104.06",71.1024031898804
"LT0104.07",71.8574291244713
"LT0104.08",72.6077781877137
"LT0104.09",71.7681685668418
"LT0104.10",74.7206854007296
"LT0104.11",71.6343102821616
"LT0104.12",69.7326632259649
"LT0104.13",70.6572987090039
"LT0104.14",72.0924029699
"LT0104.15",70.9680356437615
"LT0104.16",73.6581202961304
"LT0104.17",77.4048761081693
"LT0104.18",72.2204690442746
"LT0104.19",69.3429372640325
"LT0104.20",72.2626029344833
"LT0104.21",69.8909515348423
"LT0104.22",73.8931165633969
"LT0104.23",70.3602728557153
"LT0104.24",72.8277197796063
"LT0104.25",70.5931541099001
"LT0105.01",73.9181389195727
"LT0105.02",78.6005308326435
"LT0105.03",74.2105937983584
"LT0105.04",74.1248580501464
"LT0105.05",76.702777556644
"LT0105.06",75.3199502848513
"LT0105.07",75.8025853427071
"LT0105.08",77.4669331428937
"LT0105.09",76.0637114733679
"LT0105.10",77.6373565552952
"LT0105.11",75.3744706377953
"LT0105.12",73.4447249777912
"LT0105.13",76.7894543436782
"LT0105.14",73.7587917226972
"LT0105.15",78.522924205361
"LT0105.16",78.3921023370116
"LT0105.17",75.3168523027133
"LT0105.18",77.3200179938476
"LT0105.19",77.3694604769692
"LT0105.20",78.2777757430132
"LT0105.21",73.6667653078139
"LT0105.22",77.2757394329762
"LT0105.23",77.7729717422069
"LT0105.24",77.2811461044965
"LT0105.25",77.3423892070255
"LT0106.01",67.7215563055135
"LT0106.02",69.3057587665501
"LT0106.03",62.5628071410664
"LT0106.04",67.8262627006597
"LT0106.05",68.2774537746937
"LT0106.06",69.0639649738727
"LT0106.07",69.200544462832
"LT0106.08",68.1997028243565
"LT0106.09",70.4214250159761
"LT0106.10",65.585505169892
"LT0106.11",68.91054985411
"LT0106.12",65.9457759014407
"LT0106.13",67.869617770652
"LT0106.14",68.1145458627214
"LT0106.15",65.5484964190319
"LT0106.16",67.2255269453704
"LT0106.17",67.1748144624977
"LT0106.18",66.4356873917465
"LT0106.19",67.4237286903732
"LT0106.20",63.1313942944329
"LT0106.21",65.6912218487432
"LT0106.22",68.4180011557094
"LT0106.23",65.5049271249065
"LT0106.24",67.4385742141334
"LT0106.25",67.8382747009019
"LT0107.01",81.9925108475511
"LT0107.02",70.3069584156382
"LT0107.03",78.3388095936468
"LT0107.04",79.7952776985518
"LT0107.05",69.4348185941885
"LT0107.06",80.5999142181196
"LT0107.07",81.7849832253792
"LT0107.08",78.6967573733734
"LT0107.09",68.9494403407972
"LT0107.10",78.3253528545785
"LT0107.11",80.7225499456134
"LT0107.12",79.3800428059283
"LT0107.13",71.3188315286584
"LT0107.14",77.1277945811254
"LT0107.15",80.8838183439924
"LT0107.16",80.6707450505509
"LT0107.17",78.4751134977266
"LT0107.18",67.1429522564652
"LT0107.19",80.1157288573222
"LT0107.20",75.1674564574025
"LT0107.21",76.3388699570238
"LT0107.22",70.510448553908
"LT0107.23",80.2514881602107
"LT0107.24",77.4003911792502
"LT0107.25",77.5044707139445
"LT0108.01",70.5862370876663
"LT0108.02",69.7637235633361
"LT0108.03",64.7715040330272
"LT0108.04",68.2382223964607
"LT0108.05",67.0098424667331
"LT0108.06",70.8849520111167
"LT0108.07",72.2441946618134
"LT0108.08",72.6887360294195
"LT0108.09",69.192934533028
"LT0108.10",70.759477694513
"LT0108.11",69.0610590312691
"LT0108.12",71.0071053364007
"LT0108.13",66.2700810743961
"LT0108.14",71.410933401374
"LT0108.15",69.1740089772168
"LT0108.16",74.6452076483161
"LT0108.17",70.9547273302192
"LT0108.18",67.7233661354866
"LT0108.19",71.2062870794374
"LT0108.20",66.5424341906314
"LT0108.21",74.1859939525957
"LT0108.22",69.5424857681089
"LT0108.23",70.1505669372423
"LT0108.24",68.8538288047557
"LT0108.25",74.2268516254022
"LT0109.01",62.4857451555216
"LT0109.02",68.5993386018867
"LT0109.03",64.9796073623226
"LT0109.04",68.4852695944736
"LT0109.05",68.4687450106632
"LT0109.06",67.0373214048172
"LT0109.07",64.9766012884158
"LT0109.08",64.1954882686106
"LT0109.09",68.0383313168206
"LT0109.10",67.1909741847617
"LT0109.11",73.0445872910894
"LT0109.12",64.1812201155611
"LT0109.13",69.5704104677882
"LT0109.14",62.1682132303507
"LT0109.15",72.7836250440207
"LT0109.16",63.1917449629944
"LT0109.17",65.4939776881256
"LT0109.18",66.6397172813283
"LT0109.19",71.2646760113622
"LT0109.20",67.059531592566
"LT0109.21",73.5897746245321
"LT0109.22",62.8507259698482
"LT0109.23",69.630714129198
"LT0109.24",64.4962319260688
"LT0109.25",70.0722534343706
"LT0110.01",77.2197754608266
"LT0110.02",75.4692082233029
"LT0110.03",79.145873896045
"LT0110.04",77.2177598221105
"LT0110.05",77.4974851527231
"LT0110.06",81.0161996103085
"LT0110.07",76.3135471462888
"LT0110.08",79.1009804314817
"LT0110.09",75.0247949853794
"LT0110.10",73.6492969548831
"LT0110.11",80.5943974122691
"LT0110.12",82.2499119814662
"LT0110.13",78.2343107851221
"LT0110.14",78.2849213924089
"LT0110.15",75.5139940753536
"LT0110.16",76.1576866715398
"LT0110.17",79.3319036626835
"LT0110.18",81.8564730868958
"LT0110.19",78.4151936225198
"LT0110.20",78.7020523488834
"LT0110.21",77.7688812606776
"LT0110.22",78.3082348955346
"LT0110.23",78.0425239116487
"LT0110.24",73.8518629928611
"LT0110.25",79.8552576977132
"LT0111.01",67.0806343407842
"LT0111.02",73.1427511834182
"LT0111.03",73.6995402682653
"LT0111.04",71.1058190730696
"LT0111.05",66.9651972063744
"LT0111.06",73.0955525468138
"LT0111.07",73.9823981177131
"LT0111.08",70.3257763701219
"LT0111.09",73.3282092878862
"LT0111.10",70.9036515929653
"LT0111.11",74.1720638228087
"LT0111.12",69.8835809854358
"LT0111.13",69.07421880689
"LT0111.14",73.6462541070904
"LT0111.15",74.0320050153408
"LT0111.16",71.9173835637561
"LT0111.17",71.2761479280872
"LT0111.18",71.3695007486144
"LT0111.19",73.1137791606296
"LT0111.20",76.6476590121328
"LT0111.21",74.3496423685127
"LT0111.22",69.7927903542538
"LT0111.23",72.8458157003209
"LT0111.24",72.9749385363248
"LT0111.25",70.75541327966
"LT0112.01",68.8738293243336
"LT0112.02",71.4834985838711
"LT0112.03",71.50793701475
"LT0112.04",73.7838331893432
"LT0112.05",73.4289584769654
"LT0112.06",66.9864822929339
"LT0112.07",69.7123261253632
"LT0112.08",71.2232430563466
"LT0112.09",74.2630665599585
"LT0112.10",71.7120688611883
"LT0112.11",71.3297344117277
"LT0112.12",74.2044236810516
"LT0112.13",71.3783018705546
"LT0112.14",73.8713934491087
"LT0112.15",72.4062208551614
"LT0112.16",73.3314938118297
"LT0112.17",72.1208726230161
"LT0112.18",70.4456387994913
"LT0112.19",72.1581977642287
"LT0112.20",71.6294880865185
"LT0112.21",71.3933664653145
"LT0112.22",71.0148417477334
"LT0112.23",68.4142914731384
"LT0112.24",70.0040026278167
"LT0112.25",68.5546946938408
"LT0113.01",73.4039006547194
"LT0113.02",78.9029905760418
"LT0113.03",76.2355929268489
"LT0113.04",76.6612578888536
"LT0113.05",75.6605908084653
"LT0113.06",77.7004075958815
"LT0113.07",73.9021170945754
"LT0113.08",76.3985344987004
"LT0113.09",78.3298990183904
"LT0113.10",72.0659604892943
"LT0113.11",76.2887192206434
"LT0113.12",76.8782341973008
"LT0113.13",71.1195825864745
"LT0113.14",78.5891306811536
"LT0113.15",79.0451716822537
"LT0113.16",76.0346610907525
"LT0113.17",78.3004073869517
"LT0113.18",77.6583308918857
"LT0113.19",77.3252306620321
"LT0113.20",72.0677924957772
"LT0113.21",76.8847876919142
"LT0113.22",77.1493957378439
"LT0113.23",71.067707407744
"LT0113.24",73.6079025643187
"LT0113.25",75.0012281792762
"LT0114.01",68.3616587133284
"LT0114.02",74.8995132499797
"LT0114.03",71.210601884684
"LT0114.04",71.3028221226673
"LT0114.05",74.3285222416636
"LT0114.06",74.2588459681195
"LT0114.07",75.1097349425536
"LT0114.08",71.3157052505088
"LT0114.09",69.6827977862557
"LT0114.10",69.8265557451301
"LT0114.11",71.8926275706043
"LT0114.12",70.0682062820158
"LT0114.13",71.4318429571712
"LT0114.14",72.6614133430047
"LT0114.15",73.6300340966304
"LT0114.16",69.6202515134674
"LT0114.17",71.0618589152968
"LT0114.18",72.2325830331679
"LT0114.19",72.6329298436704
"LT0114.20",69.8239802885911
"LT0114.21",68.7501753446781
"LT0114.22",71.0069400356277
"LT0114.23",69.0845544304115
"LT0114.24",70.5702955290981
"LT0114.25",74.3454932167635
"LT0115.01",75.7392832277619
"LT0115.02",75.895605179129
"LT0115.03",78.6125734541274
"LT0115.04",75.9791419332071
"LT0115.05",81.1914120602864
"LT0115.06",80.4482736991419
"LT0115.07",78.8208509830181
"LT0115.08",74.6277646151927
"LT0115.09",82.0784062146401
